pairs,Ks
ONI05276-ONI26066,4.4281
ONI03869-ONI09329,1.6316
ONI03869-ONI05075,1.7773
ONI03869-ONI26066,2.9947
ONI09329-ONI05075,2.2501
ONI09329-ONI26066,4.4814
ONI05075-ONI26066,4.2896
ONH91753-ONI02554,1.9423
ONH91753-ONI32320,1.8318
ONH91753-ONI02582,3.7397
ONH91753-ONI02555,3.7937
ONH91753-ONI02568,3.795
ONH91753-ONI02567,3.5777
ONH91753-ONI02557,3.5022
ONH91753-ONI02560,4.8007
ONH91753-ONI02571,3.7447
ONH91753-ONI01829,3.5259
ONH91753-ONI02556,3.3913
ONH91753-ONI02573,3.7773
ONH91753-ONI02570,2.821
ONH91753-ONI02553,1.867
ONH91753-ONI02558,3.7646
ONH91753-ONI02565,2.0716
ONH91753-ONI02572,3.3948
ONH91753-ONI02574,2.7895
ONH91753-ONI02578,2.5718
ONH91753-ONI02580,3.7581
ONH91753-ONI02575,2.4355
ONH91753-ONI02914,4.3367
ONH91753-ONI02562,3.7627
ONH91753-ONI02576,2.0143
ONH91753-ONI02581,3.7311
ONH91753-ONI01834,3.5235
ONH91753-ONI02564,3.6937
ONH91753-ONI02561,2.2147
ONI02554-ONI32320,1.6937
ONI02554-ONI02582,1.6958
ONI02554-ONI02555,2.4477
ONI02554-ONI02568,2.7402
ONI02554-ONI02567,1.8004
ONI02554-ONI02557,2.3637
ONI02554-ONI02560,1.7721
ONI02554-ONI02571,2.0222
ONI02554-ONI01829,1.8695
ONI02554-ONI02556,2.7105
ONI02554-ONI02573,1.6944
ONI02554-ONI02570,2.4078
ONI02554-ONI02558,2.3644
ONI02554-ONI02574,3.6808
ONI02554-ONI02580,3.2762
ONI02554-ONI02562,1.8622
ONI02554-ONI02581,3.156
ONI02554-ONI01834,3.4548
ONI02554-ONI02564,1.5459
ONI02554-ONI02561,1.7528
ONI32320-ONI02582,4.1627
ONI32320-ONI02555,2.1249
ONI32320-ONI02568,2.1321
ONI32320-ONI02567,3.3938
ONI32320-ONI02557,3.5233
ONI32320-ONI02560,3.9661
ONI32320-ONI02571,3.771
ONI32320-ONI01829,3.6052
ONI32320-ONI02556,2.6081
ONI32320-ONI02573,2.5872
ONI32320-ONI02570,2.0928
ONI32320-ONI02553,2.1335
ONI32320-ONI02558,1.9647
ONI32320-ONI02565,2.7712
ONI32320-ONI02572,1.6195
ONI32320-ONI02578,4.1949
ONI32320-ONI02580,2.5827
ONI32320-ONI02575,2.5713
ONI32320-ONI02914,2.6453
ONI32320-ONI02562,2.3833
ONI32320-ONI02576,4.205
ONI32320-ONI02581,4.1659
ONI32320-ONH91755,1.537
ONI32320-ONI01834,4.0538
ONI32320-ONI02564,3.2268
ONI32320-ONI02561,3.4306
ONI02582-ONI02555,1.7989
ONI02582-ONI02568,1.786
ONI02582-ONI02567,1.7387
ONI02582-ONI01829,1.8836
ONI02582-ONI02556,1.6713
ONI02582-ONI02573,1.6621
ONI02582-ONI02570,1.5451
ONI02582-ONI02553,1.8758
ONI02582-ONI02558,1.7793
ONI02582-ONI02565,1.5389
ONI02582-ONI02914,5.4256
ONI02582-ONH91755,2.5183
ONI02582-ONI01834,2.9364
ONI02582-ONI02564,1.7245
ONI02582-ONI02561,3.7328
ONI02555-ONI01829,2.7026
ONI02555-ONI02914,1.8746
ONI02555-ONI02581,1.7344
ONI02555-ONH91755,1.7214
ONI02555-ONI01834,2.7026
ONI02555-ONI02564,1.6649
ONI02555-ONI02561,1.5588
ONI02568-ONI01829,2.264
ONI02568-ONI02565,1.6592
ONI02568-ONI02580,1.6502
ONI02568-ONI02914,4.0303
ONI02568-ONI02581,1.6318
ONI02568-ONH91755,2.9081
ONI02568-ONI01834,1.8087
ONI02567-ONI01829,2.4426
ONI02567-ONI02565,3.5793
ONI02567-ONI02914,4.1149
ONI02567-ONH91755,2.0594
ONI02567-ONI02564,1.6675
ONI02567-ONI02561,1.9144
ONI02557-ONI02560,1.5541
ONI02557-ONI01829,3.1143
ONI02557-ONI02565,1.993
ONI02557-ONI02580,2.512
ONI02557-ONI02914,3.4645
ONI02557-ONH91755,3.4922
ONI02557-ONI01834,3.4327
ONI02557-ONI02564,3.4594
ONI02557-ONI02561,1.8723
ONI02560-ONI02571,1.6999
ONI02560-ONI01829,1.7779
ONI02560-ONI02578,1.5405
ONI02560-ONI02580,3.0288
ONI02560-ONI02914,1.7562
ONI02560-ONI02562,1.8461
ONI02560-ONI02581,2.238
ONI02560-ONH91755,2.3736
ONI02560-ONI01834,1.71
ONI02571-ONI01829,3.5048
ONI02571-ONI02553,1.7706
ONI02571-ONI02565,1.6495
ONI02571-ONI02580,2.6319
ONI02571-ONI02914,2.7067
ONI02571-ONH91755,2.3343
ONI02571-ONI01834,2.1966
ONI02571-ONI02564,1.915
ONI02571-ONI02561,1.7223
ONI01829-ONI02556,1.9037
ONI01829-ONI02573,2.4378
ONI01829-ONI02570,1.9125
ONI01829-ONI02553,1.8202
ONI01829-ONI02558,2.4289
ONI01829-ONI02565,1.6013
ONI01829-ONI02572,2.1553
ONI01829-ONI02574,2.0526
ONI01829-ONI02578,2.8118
ONI01829-ONI02580,2.716
ONI01829-ONI02575,3.6042
ONI01829-ONI02914,2.2198
ONI01829-ONI02562,3.5116
ONI01829-ONI02576,2.3455
ONI01829-ONH91755,2.0584
ONI01829-ONI02564,1.781
ONI01829-ONI02561,2.6167
ONI02556-ONI02565,3.2381
ONI02556-ONI02580,2.4413
ONI02556-ONI02914,2.8682
ONI02556-ONI02581,2.5364
ONI02556-ONH91755,1.7321
ONI02556-ONI01834,1.9767
ONI02556-ONI02564,1.6006
ONI02556-ONI02561,1.563
ONI02573-ONI02565,1.7769
ONI02573-ONI02914,2.1515
ONI02573-ONI02581,1.9873
ONI02573-ONH91755,2.1606
ONI02573-ONI01834,2.2223
ONI02570-ONI02565,1.6787
ONI02570-ONI02580,2.8457
ONI02570-ONI02914,2.6394
ONI02570-ONI02581,3.109
ONI02570-ONH91755,2.5246
ONI02570-ONI01834,1.8086
ONI02570-ONI02561,1.5704
ONI02553-ONI02558,1.6357
ONI02553-ONI02578,2.5224
ONI02553-ONI02580,2.2793
ONI02553-ONI02914,1.6139
ONI02553-ONI02562,1.7346
ONI02553-ONI02581,1.9412
ONI02553-ONH91755,1.9304
ONI02553-ONI01834,1.7422
ONI02558-ONI02565,1.699
ONI02558-ONI02580,4.7876
ONI02558-ONI02914,4.1031
ONI02558-ONI02581,2.6028
ONI02558-ONH91755,2.1981
ONI02558-ONI01834,2.4241
ONI02558-ONI02564,1.7088
ONI02565-ONI02572,1.7382
ONI02565-ONI02574,1.6695
ONI02565-ONI02580,1.8166
ONI02565-ONI02914,2.3348
ONI02565-ONI02562,1.6298
ONI02565-ONI02576,3.3143
ONI02565-ONI02581,1.8963
ONI02565-ONH91755,1.8974
ONI02565-ONI01834,4.7023
ONI02572-ONI02580,3.07
ONI02572-ONI02914,2.9425
ONI02572-ONI02581,3.1711
ONI02572-ONH91755,2.2108
ONI02572-ONI01834,2.3128
ONI02572-ONI02564,2.1274
ONI02572-ONI02561,1.6284
ONI02574-ONI02580,2.7755
ONI02574-ONI02914,3.1885
ONI02574-ONI02581,1.5746
ONI02574-ONH91755,1.9312
ONI02574-ONI01834,2.06
ONI02574-ONI02564,2.767
ONI02574-ONI02561,1.5584
ONI02578-ONI02914,3.6797
ONI02578-ONH91755,2.3934
ONI02578-ONI01834,3.399
ONI02578-ONI02564,1.7906
ONI02578-ONI02561,1.6367
ONI02580-ONI02914,4.4277
ONI02580-ONI02562,2.5051
ONI02580-ONH91755,2.3956
ONI02580-ONI01834,3.4442
ONI02580-ONI02564,2.285
ONI02575-ONI02914,2.404
ONI02575-ONH91755,1.9157
ONI02575-ONI01834,2.8152
ONI02575-ONI02564,1.8001
ONI02575-ONI02561,1.877
ONI02914-ONI02562,3.5272
ONI02914-ONI02576,2.2796
ONI02914-ONI02581,3.6276
ONI02914-ONI01834,2.093
ONI02914-ONI02564,2.4776
ONI02914-ONI02561,2.0734
ONI02562-ONH91755,2.5043
ONI02562-ONI01834,2.5948
ONI02562-ONI02564,1.9168
ONI02562-ONI02561,1.7298
ONI02576-ONH91755,2.0745
ONI02576-ONI01834,2.3936
ONI02576-ONI02564,2.6572
ONI02581-ONH91755,1.9085
ONI02581-ONI01834,1.996
ONI02581-ONI02564,1.5755
ONH91755-ONI01834,2.0277
ONH91755-ONI02564,5.4583
ONH91755-ONI02561,3.395
ONI01834-ONI02564,1.9628
ONI01834-ONI02561,2.6167
ONI03199-ONH94654,4.1102
ONI03199-ONI01570,1.9292
ONI03199-ONI30555,4.0649
ONI03199-ONI10555,4.0021
ONI03199-ONH97186,4.1784
ONI03199-ONI18394,2.0815
ONI03199-ONI04028,4.1833
ONI03199-ONI05103,4.0902
ONI03199-ONI00460,2.1466
ONI03199-ONI10024,4.1804
ONI03199-ONI28402,4.1848
ONI03199-ONH92943,4.1738
ONI03199-ONI05510,4.1921
ONI03199-ONI20015,3.9372
ONI03199-ONI13203,4.1868
ONI03199-ONI29900,4.1598
ONI03199-ONI07757,4.1011
ONI03199-ONI21144,4.1169
ONI03199-ONI17454,4.0742
ONH94654-ONI01570,3.9969
ONH94654-ONI30555,2.7894
ONH94654-ONI10555,2.7298
ONH94654-ONH97186,4.1738
ONH94654-ONI18394,2.7092
ONH94654-ONI04028,1.9807
ONH94654-ONI05103,4.3871
ONH94654-ONI00460,4.1433
ONH94654-ONI10024,4.1972
ONH94654-ONI28402,4.3624
ONH94654-ONH92943,4.2006
ONH94654-ONI05510,4.1159
ONH94654-ONI20015,3.9568
ONH94654-ONI13203,2.7943
ONH94654-ONI29900,4.1776
ONH94654-ONI24055,3.9973
ONH94654-ONI07757,4.3337
ONH94654-ONI21144,4.418
ONH94654-ONI17454,4.1488
ONI01570-ONI30555,2.2616
ONI01570-ONI10555,4.81
ONI01570-ONH97186,2.5109
ONI01570-ONI18394,2.431
ONI01570-ONI04028,2.0511
ONI01570-ONI05103,2.4916
ONI01570-ONI00460,3.9731
ONI01570-ONI10024,3.4794
ONI01570-ONI28402,4.0103
ONI01570-ONH92943,4.0343
ONI01570-ONI05510,3.9911
ONI01570-ONI20015,2.462
ONI01570-ONI13203,2.0023
ONI01570-ONI29900,3.4894
ONI01570-ONI24055,2.3205
ONI01570-ONI07757,4.0304
ONI01570-ONI21144,4.0091
ONI01570-ONI17454,1.9664
ONI30555-ONI10555,4.0081
ONI30555-ONH97186,4.1288
ONI30555-ONI18394,3.918
ONI30555-ONI04028,3.3837
ONI30555-ONI05103,4.0792
ONI30555-ONI00460,4.0893
ONI30555-ONI10024,4.1103
ONI30555-ONI28402,4.1108
ONI30555-ONH92943,6.0265
ONI30555-ONI05510,4.0967
ONI30555-ONI20015,3.9202
ONI30555-ONI13203,4.1411
ONI30555-ONI29900,4.1375
ONI30555-ONI24055,3.9586
ONI30555-ONI07757,4.1207
ONI30555-ONI21144,4.0394
ONI30555-ONI17454,4.0658
ONI10555-ONH97186,2.2596
ONI10555-ONI18394,4.0037
ONI10555-ONI04028,2.4982
ONI10555-ONI05103,4.0327
ONI10555-ONI00460,3.2277
ONI10555-ONI10024,4.0423
ONI10555-ONI28402,4.0462
ONI10555-ONH92943,4.0441
ONI10555-ONI05510,4.0256
ONI10555-ONI20015,3.9234
ONI10555-ONI13203,2.5104
ONI10555-ONI29900,4.0887
ONI10555-ONI24055,3.953
ONI10555-ONI07757,2.3327
ONI10555-ONI21144,3.9624
ONI10555-ONI17454,1.9119
ONH97186-ONI18394,4.0193
ONH97186-ONI04028,4.197
ONH97186-ONI05103,4.1983
ONH97186-ONI00460,4.1995
ONH97186-ONI10024,3.0484
ONH97186-ONI28402,4.3007
ONH97186-ONH92943,3.4595
ONH97186-ONI05510,4.1844
ONH97186-ONI20015,3.9379
ONH97186-ONI13203,4.1865
ONH97186-ONI29900,4.2994
ONH97186-ONI24055,4.0076
ONH97186-ONI07757,4.205
ONH97186-ONI21144,4.2774
ONH97186-ONI17454,1.8841
ONI18394-ONI04028,2.1778
ONI18394-ONI05103,3.9662
ONI18394-ONI00460,3.4303
ONI18394-ONI10024,3.9143
ONI18394-ONI28402,2.3643
ONI18394-ONH92943,1.7883
ONI18394-ONI05510,3.9704
ONI18394-ONI20015,2.0812
ONI18394-ONI13203,3.9526
ONI18394-ONI29900,4.0638
ONI18394-ONI24055,3.9979
ONI18394-ONI07757,3.902
ONI18394-ONI21144,3.9855
ONI18394-ONI17454,4.0225
ONI04028-ONI05103,4.2279
ONI04028-ONI00460,4.1934
ONI04028-ONI10024,3.0063
ONI04028-ONI28402,2.0455
ONI04028-ONH92943,4.2487
ONI04028-ONI05510,4.1718
ONI04028-ONI20015,3.9861
ONI04028-ONI13203,4.1769
ONI04028-ONI29900,2.1194
ONI04028-ONI24055,4.0131
ONI04028-ONI07757,2.2335
ONI04028-ONI21144,2.9819
ONI04028-ONI17454,2.6598
ONI05103-ONI00460,4.1235
ONI05103-ONI10024,2.4017
ONI05103-ONI28402,4.299
ONI05103-ONH92943,1.624
ONI05103-ONI05510,4.1508
ONI05103-ONI20015,3.9251
ONI05103-ONI13203,2.8705
ONI05103-ONI29900,4.2929
ONI05103-ONI24055,3.9563
ONI05103-ONI07757,4.299
ONI05103-ONI21144,4.3201
ONI05103-ONI17454,4.1172
ONI00460-ONI10024,4.1987
ONI00460-ONI28402,4.2477
ONI00460-ONH92943,4.2185
ONI00460-ONI05510,4.2004
ONI00460-ONI20015,3.9717
ONI00460-ONI13203,2.1511
ONI00460-ONI29900,4.2477
ONI00460-ONI24055,1.9159
ONI00460-ONI07757,4.1262
ONI00460-ONI21144,4.1946
ONI00460-ONI17454,3.1214
ONI10024-ONI28402,4.2166
ONI10024-ONH92943,4.2513
ONI10024-ONI05510,4.1699
ONI10024-ONI20015,2.1744
ONI10024-ONI29900,2.8361
ONI10024-ONI24055,4.0442
ONI10024-ONI07757,4.2161
ONI10024-ONI21144,4.1995
ONI10024-ONI17454,2.1665
ONI28402-ONH92943,4.2338
ONI28402-ONI05510,4.2302
ONI28402-ONI20015,3.096
ONI28402-ONI13203,4.182
ONI28402-ONI29900,4.3364
ONI28402-ONI24055,3.978
ONI28402-ONI07757,2.3043
ONI28402-ONI21144,4.2879
ONI28402-ONI17454,4.1841
ONH92943-ONI05510,4.1862
ONH92943-ONI20015,4.0026
ONH92943-ONI13203,4.2085
ONH92943-ONI29900,4.268
ONH92943-ONI24055,4.0049
ONH92943-ONI07757,4.2174
ONH92943-ONI21144,4.2503
ONH92943-ONI17454,4.2232
ONI05510-ONI20015,3.9718
ONI05510-ONI13203,4.208
ONI05510-ONI29900,4.1878
ONI05510-ONI24055,4.0051
ONI05510-ONI07757,4.1003
ONI05510-ONI21144,4.1531
ONI05510-ONI17454,2.4198
ONI20015-ONI13203,3.8925
ONI20015-ONI29900,2.0961
ONI20015-ONI24055,3.8992
ONI20015-ONI07757,3.8895
ONI20015-ONI21144,3.9361
ONI20015-ONI17454,3.8615
ONI13203-ONI29900,2.709
ONI13203-ONI24055,4.0507
ONI13203-ONI07757,4.133
ONI13203-ONI21144,4.1754
ONI13203-ONI17454,2.0596
ONI29900-ONI24055,4.0501
ONI29900-ONI07757,4.1505
ONI29900-ONI21144,3.6003
ONI29900-ONI17454,1.952
ONI24055-ONI07757,3.9166
ONI24055-ONI21144,3.9812
ONI24055-ONI17454,3.5175
ONI07757-ONI21144,4.2981
ONI07757-ONI17454,4.0884
ONI21144-ONI17454,4.1103
ONH90879-ONH90865,1.6414
ONH90879-ONH92143,1.9655
ONH90879-ONH90861,1.6292
ONH90879-ONH90866,1.8109
ONH90879-ONH90864,1.6105
ONH90884-ONH92143,2.5259
ONH90884-ONH90861,1.782
ONH90884-ONH90866,2.4938
ONH90884-ONH90871,1.7844
ONH90891-ONH90865,2.2874
ONH90891-ONH92143,1.7803
ONH90891-ONH90866,3.0823
ONH90891-ONH90871,1.9583
ONH90889-ONH90865,1.6897
ONH90889-ONH92143,2.8157
ONH90867-ONH92143,2.3868
ONH90867-ONH90864,1.5815
ONH90881-ONH92143,2.1426
ONH90881-ONH90866,2.8509
ONH90888-ONH90865,1.5767
ONH90888-ONH92143,2.5402
ONH90888-ONH90861,1.9608
ONH90888-ONH90866,1.6649
ONH90888-ONH90871,1.9609
ONH90868-ONH92143,1.8582
ONH90869-ONH92143,1.6012
ONH90870-ONH92143,1.6289
ONH90870-ONH90895,1.6752
ONH90865-ONH92143,3.07
ONH90865-ONH90893,2.0143
ONH90865-ONH90866,4.4404
ONH92143-ONH90880,2.1097
ONH92143-ONH90893,1.7329
ONH92143-ONH90871,2.4939
ONH92143-ONH90882,2.658
ONH92143-ONH90895,2.2087
ONH92143-ONH90885,2.4234
ONH92143-ONH90864,2.9184
ONH90893-ONH90861,1.6293
ONH90893-ONH90871,2.4675
ONH90861-ONH90866,2.7578
ONH90861-ONH90882,1.8717
ONH90861-ONH90885,1.9347
ONH90866-ONH90871,1.5779
ONH90866-ONH90882,2.6764
ONH90866-ONH90895,1.9785
ONH90866-ONH90864,2.3531
ONH92071-ONI22855,3.7231
ONH92071-ONI17654,3.8935
ONH92071-ONI17653,3.3645
ONH92071-ONI17648,3.9828
ONH92071-ONI17650,2.7457
ONH92071-ONI17649,3.9696
ONH92071-ONI27463,3.9518
ONH92071-ONH98043,3.9219
ONH92071-ONI17651,3.9577
ONH92071-ONI27462,3.9089
ONH92071-ONI18563,2.877
ONH92071-ONI29724,3.9499
ONH92071-ONI10059,3.8777
ONH92071-ONI27466,4.2433
ONH92071-ONI27467,3.9518
ONH92071-ONI27465,3.9413
ONH92071-ONI28927,1.9868
ONH92071-ONI10861,3.8216
ONH92071-ONI27134,3.9716
ONH92071-ONI02664,3.9036
ONI22855-ONI17654,3.5698
ONI22855-ONI17653,3.6828
ONI22855-ONI17648,3.7094
ONI22855-ONI17650,3.6756
ONI22855-ONI17649,3.7157
ONI22855-ONI27463,3.6042
ONI22855-ONH98043,3.6655
ONI22855-ONI17651,3.6624
ONI22855-ONI27462,3.6534
ONI22855-ONI18563,3.6872
ONI22855-ONI29724,3.6364
ONI22855-ONI10059,3.6639
ONI22855-ONI27466,3.6403
ONI22855-ONI27467,3.663
ONI22855-ONI27465,3.6914
ONI22855-ONI28927,3.7095
ONI22855-ONI10861,3.7334
ONI22855-ONI27134,3.6572
ONI22855-ONI02664,3.6389
ONI17654-ONI27463,3.9033
ONI17654-ONH98043,3.8495
ONI17654-ONI27462,2.7943
ONI17654-ONI18563,3.8239
ONI17654-ONI29724,3.5263
ONI17654-ONI10059,3.8807
ONI17654-ONI27466,2.4282
ONI17654-ONI27467,2.1034
ONI17654-ONI27465,3.8801
ONI17654-ONI28927,3.8871
ONI17654-ONI10861,2.1544
ONI17654-ONI27134,2.1031
ONI17654-ONI02664,1.9729
ONI17653-ONI27463,3.9408
ONI17653-ONH98043,2.972
ONI17653-ONI27462,2.3987
ONI17653-ONI18563,3.919
ONI17653-ONI29724,1.9596
ONI17653-ONI10059,1.7066
ONI17653-ONI27466,1.7333
ONI17653-ONI27467,1.954
ONI17653-ONI27465,2.1251
ONI17653-ONI28927,2.3679
ONI17653-ONI10861,3.8541
ONI17653-ONI27134,2.037
ONI17653-ONI02664,1.5928
ONI17648-ONI27463,3.9531
ONI17648-ONH98043,2.309
ONI17648-ONI27462,1.8756
ONI17648-ONI18563,3.6997
ONI17648-ONI29724,2.5165
ONI17648-ONI10059,1.9439
ONI17648-ONI27466,1.5677
ONI17648-ONI27467,4.169
ONI17648-ONI27465,2.3417
ONI17648-ONI28927,2.9807
ONI17648-ONI10861,3.0164
ONI17648-ONI27134,1.584
ONI17650-ONI27463,3.953
ONI17650-ONH98043,3.9423
ONI17650-ONI27462,3.3397
ONI17650-ONI18563,3.9176
ONI17650-ONI29724,3.5889
ONI17650-ONI10059,1.9028
ONI17650-ONI27466,1.6499
ONI17650-ONI27467,1.8414
ONI17650-ONI27465,1.8568
ONI17650-ONI28927,3.1685
ONI17650-ONI10861,3.8663
ONI17650-ONI27134,1.9263
ONI17650-ONI02664,1.835
ONI17649-ONI27463,3.5273
ONI17649-ONH98043,3.8341
ONI17649-ONI27462,2.1086
ONI17649-ONI18563,3.9166
ONI17649-ONI29724,2.0169
ONI17649-ONI10059,1.9898
ONI17649-ONI27466,1.9024
ONI17649-ONI27467,1.615
ONI17649-ONI27465,2.1395
ONI17649-ONI28927,2.2975
ONI17649-ONI10861,2.6087
ONI17649-ONI27134,1.842
ONI27463-ONH98043,3.9694
ONI27463-ONI17651,3.9441
ONI27463-ONI27462,1.7244
ONI27463-ONI18563,3.9443
ONI27463-ONI29724,3.8919
ONI27463-ONI10059,3.919
ONI27463-ONI27466,2.6524
ONI27463-ONI27467,2.2198
ONI27463-ONI27465,3.08
ONI27463-ONI28927,2.8473
ONI27463-ONI10861,3.9245
ONI27463-ONI27134,3.956
ONI27463-ONI02664,1.6819
ONH98043-ONI17651,2.3784
ONH98043-ONI27462,3.833
ONH98043-ONI18563,2.1504
ONH98043-ONI29724,4.5259
ONH98043-ONI10059,3.9367
ONH98043-ONI27466,3.5794
ONH98043-ONI27467,3.8919
ONH98043-ONI27465,2.7232
ONH98043-ONI28927,3.9086
ONH98043-ONI10861,3.947
ONH98043-ONI27134,2.6153
ONH98043-ONI02664,2.823
ONI17651-ONI27462,2.3863
ONI17651-ONI18563,3.9104
ONI17651-ONI29724,2.2969
ONI17651-ONI10059,1.878
ONI17651-ONI27466,2.2288
ONI17651-ONI27467,1.7131
ONI17651-ONI27465,2.3567
ONI17651-ONI28927,3.861
ONI17651-ONI10861,3.8796
ONI17651-ONI27134,2.369
ONI17651-ONI02664,1.6297
ONI27462-ONI18563,3.9124
ONI27462-ONI29724,3.9078
ONI27462-ONI10059,3.8725
ONI27462-ONI27466,1.9285
ONI27462-ONI27467,1.8889
ONI27462-ONI28927,2.5168
ONI27462-ONI10861,3.2287
ONI27462-ONI27134,3.9132
ONI27462-ONI02664,1.9056
ONI18563-ONI29724,3.8764
ONI18563-ONI10059,3.8915
ONI18563-ONI27466,2.3344
ONI18563-ONI27467,3.9078
ONI18563-ONI27465,1.942
ONI18563-ONI28927,3.119
ONI18563-ONI10861,2.2856
ONI18563-ONI27134,2.9667
ONI18563-ONI02664,1.8684
ONI29724-ONI10059,3.9075
ONI29724-ONI27466,2.159
ONI29724-ONI27467,3.997
ONI29724-ONI27465,3.8901
ONI29724-ONI28927,3.861
ONI29724-ONI10861,1.6904
ONI29724-ONI27134,3.9365
ONI29724-ONI02664,2.7277
ONI10059-ONI27466,2.2528
ONI10059-ONI27467,2.2055
ONI10059-ONI27465,2.5095
ONI10059-ONI28927,2.9791
ONI10059-ONI10861,3.9112
ONI10059-ONI27134,1.7942
ONI10059-ONI02664,3.9173
ONI27466-ONI28927,3.986
ONI27466-ONI27134,3.9745
ONI27467-ONI28927,2.057
ONI27467-ONI27134,3.954
ONI27467-ONI02664,1.9811
ONI27465-ONI10861,2.1281
ONI27465-ONI27134,2.162
ONI27465-ONI02664,1.6609
ONI28927-ONI10861,3.8662
ONI28927-ONI27134,2.4585
ONI28927-ONI02664,2.1477
ONI27134-ONI02664,2.129
ONH94005-ONI27507,3.4109
ONH94005-ONI28156,3.0107
ONH94005-ONI28158,1.6811
ONH94005-ONI28173,2.242
ONH94005-ONI28160,1.9735
ONH94005-ONI28159,1.5597
ONH94005-ONI28169,1.549
ONH94005-ONI28171,1.7612
ONH94005-ONI01670,1.7543
ONH94005-ONI28174,1.721
ONH94005-ONI28176,1.8566
ONI27507-ONI28156,3.0036
ONI27507-ONI28165,3.3669
ONI27507-ONI28173,3.4009
ONI27507-ONI28163,3.4663
ONI27507-ONI28175,3.4123
ONI27507-ONI28157,3.361
ONI27507-ONI28172,3.5583
ONI27507-ONI28159,1.8268
ONI27507-ONI28169,1.8285
ONI27507-ONI01670,3.1138
ONI27507-ONI28174,2.4151
ONI27507-ONI28176,2.0739
ONI00552-ONI28174,1.8559
ONI00552-ONI28176,1.8785
ONI28170-ONI28174,1.5879
ONI28165-ONI28176,2.4737
ONI28158-ONI28174,1.8568
ONI28158-ONI28176,1.7979
ONI28173-ONI28174,1.8383
ONI28173-ONI28176,2.1212
ONI28163-ONI28176,1.6662
ONI28175-ONI28159,1.6139
ONI28175-ONI01670,1.9379
ONI28175-ONI28174,1.6102
ONI28164-ONI28176,1.638
ONI28168-ONI28176,2.4168
ONI28157-ONI28174,1.6638
ONI28157-ONI28176,1.6216
ONI28160-ONI28174,1.8805
ONI28160-ONI28176,1.6051
ONI28172-ONI28174,2.0463
ONI28159-ONI28174,1.5568
ONI28159-ONI28176,1.7089
ONI28169-ONI28176,1.7061
ONI28171-ONI28174,2.3084
ONI28171-ONI28176,1.7241
ONI28174-ONI28176,1.906
ONI00335-ONI22400,3.2428
ONI22540-ONI22400,4.115
ONI21062-ONI27212,2.2149
ONI21062-ONI10930,4.7941
ONI21062-ONI27182,4.1676
ONI20990-ONI27212,1.7685
ONI20990-ONI10930,4.9839
ONI20990-ONI27182,4.1622
ONI10720-ONI27212,1.7211
ONI10720-ONI10930,4.6136
ONI10720-ONI27182,2.6557
ONI10733-ONI27212,2.1156
ONI10733-ONI10930,4.6321
ONI10733-ONI27182,3.0385
ONI01816-ONI27212,1.7865
ONI01816-ONI10930,4.7084
ONI01816-ONI27182,2.9455
ONI10732-ONI27212,2.4366
ONI10732-ONI10930,4.9831
ONI10732-ONI27182,4.1481
ONI10719-ONI27212,2.0846
ONI10719-ONI10930,4.9487
ONI10719-ONI27182,4.1643
ONI10734-ONI27212,1.565
ONI10734-ONI10930,4.8773
ONI10734-ONI11855,1.8061
ONI10734-ONI03973,4.1689
ONI10734-ONI10718,2.7094
ONI10734-ONI27182,4.1856
ONI27212-ONI10930,4.9672
ONI27212-ONI01815,1.7352
ONI27212-ONI10730,1.8158
ONI27212-ONI13281,2.6779
ONI27212-ONI11855,2.0484
ONI27212-ONI10722,1.9705
ONI27212-ONI10625,2.2261
ONI27212-ONI03973,1.8921
ONI27212-ONI10718,1.7868
ONI27212-ONI27182,4.1781
ONI10930-ONI01815,4.9243
ONI10930-ONI10730,4.9976
ONI10930-ONI13281,4.6714
ONI10930-ONI11855,4.6328
ONI10930-ONI10722,4.5692
ONI10930-ONI10625,4.7231
ONI10930-ONI03973,4.0626
ONI10930-ONI10718,4.1832
ONI10930-ONI27182,4.1534
ONI01815-ONI27182,4.1624
ONI10730-ONI27182,1.7781
ONI13281-ONI27182,4.1448
ONI11855-ONI10718,1.9992
ONI11855-ONI27182,2.81
ONI10722-ONI03973,2.1384
ONI10722-ONI27182,4.1584
ONI10625-ONI27182,3.4184
ONI03973-ONI27182,2.637
ONI10718-ONI27182,4.041
ONI02598-ONH92905,4.8163
ONI02598-ONI15671,2.29
ONI02598-ONI15681,3.1335
ONI02598-ONI15685,2.2354
ONI02598-ONI15694,2.05
ONI02598-ONI34634,3.2777
ONI02598-ONI15693,2.5635
ONI02598-ONI15689,2.441
ONI02598-ONI15686,1.9303
ONI02598-ONI03157,4.8331
ONI02598-ONH97770,2.8625
ONI02598-ONH97881,4.8178
ONI02598-ONI15687,4.7493
ONI02598-ONI14981,4.6772
ONI02598-ONI15027,2.2357
ONI02598-ONI15682,2.5041
ONI02598-ONI00127,2.098
ONI02598-ONI30222,4.7649
ONH92905-ONI15671,4.6174
ONH92905-ONI15681,4.7187
ONH92905-ONI15685,4.7592
ONH92905-ONI15694,4.7564
ONH92905-ONI34634,4.6782
ONH92905-ONI15693,4.764
ONH92905-ONI15689,4.7546
ONH92905-ONI15686,4.7803
ONH92905-ONI03157,4.7606
ONH92905-ONH97770,4.3106
ONH92905-ONH97881,4.7328
ONH92905-ONI15687,4.7422
